Playlist,Categoria,Rotulo,Posicao,Musica,Artista,Duracao,Link_Spotify
TB 100 Vol. 8,Volume,Vol. 8,22,Living for the City,Stevie Wonder,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,23,Pride and Joy,Marvin Gaye,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,24,"Do Right Woman, Do Right Man",Aretha Franklin,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,25,Daniel,Elton John,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,26,All Shook Up,Elvis Presley,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,27,Busted,Ray Charles,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,28,School Days,Chuck Berry,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,29,"Help Me, Rhonda",The Beach Boys,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,30,America,Simon & Garfunkel,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,31,Everything in Its Right Place,Radiohead,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,32,Roll With It,Oasis,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,33,Hymn for the Weekend,Coldplay,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,34,Dani California,Red Hot Chili Peppers,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,35,Can't Stand Losing You,The Police,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,36,Have a Nice Day,Bon Jovi,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,37,"Lovin', Touchin', Squeezin'",Journey,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,38,Walk,Foo Fighters,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,39,Elderly Woman Behind the Counter in a Small Town,Pearl Jam,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,40,Longview,Green Day,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,41,Somewhere I Belong,Linkin Park,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,42,When the Sun Goes Down,Arctic Monkeys,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,43,Runaways,The Killers,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,44,A Forest,The Cure,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,45,Walking in My Shoes,Depeche Mode,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,46,Pretty Noose,Soundgarden,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,47,We're Going to Be Friends,The White Stripes,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,48,Wild Wild Life,Talking Heads,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,49,There's No Other Way,Blur,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,50,Your Latest Trick,Dire Straits,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,51,Dude (Looks Like a Lady),Aerosmith,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,52,Nightswimming,R.E.M.,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,53,The Boy with the Thorn in His Side,The Smiths,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,54,Plug In Baby,Muse,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,55,Unchained,Van Halen,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,56,Don't Come Around Here No More,Tom Petty and the Heartbreakers,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,57,We've Got Tonight,Bob Seger,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,58,The Guns of Brixton,The Clash,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,59,Dedicated Follower of Fashion,The Kinks,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,60,Snowblind,Black Sabbath,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,61,Music,Madonna,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,62,Where Do Broken Hearts Go,Whitney Houston,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,63,Typical Male,Tina Turner,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,64,Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,65,To Love Somebody,Bee Gees,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,66,Hole in My Heart,Cyndi Lauper,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,67,Send My Love (To Your New Lover),Adele,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,68,Just Friends,Amy Winehouse,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,69,Having a Party,Sam Cooke,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,70,That's How Strong My Love Is,Otis Redding,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,71,Run the World (Girls),Beyoncé,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,72,Stay,Rihanna,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,73,Rain on Me,Lady Gaga,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,74,E.T.,Katy Perry,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,75,Style,Taylor Swift,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,76,Lego House,Ed Sheeran,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,77,Marry You,Bruno Mars,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,78,Call Out My Name,The Weeknd,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,79,Love Again,Dua Lipa,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,80,Big Girls Cry,Sia,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,81,'Till I Collapse,Eminem,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,82,I Just Wanna Love U (Give It 2 Me),Jay-Z,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,83,Runaway,Kanye West,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,84,LOYALTY.,Kendrick Lamar,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,85,Headlines,Drake,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,86,2 of Amerikaz Most Wanted,2Pac,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,87,Who Shot Ya,The Notorious B.I.G.,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,88,Sweat,Snoop Dogg,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,89,Kush,Dr. Dre,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,90,Player's Ball,OutKast,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,91,A Woman's Worth,Alicia Keys,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,92,Number One,John Legend,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,93,Like I Can,Sam Smith,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,94,400 Lux,Lorde,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,95,No Time to Die,Billie Eilish,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,96,Natural,Imagine Dragons,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,97,Memories,Maroon 5,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,98,Rescue Me,OneRepublic,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,99,Lose Yourself to Dance,Daft Punk,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,100,Samba Pa Ti,Santana,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 9,Volume,Vol. 9,1,I Want to Break Free,Queen,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,2,She Loves You,The Beatles,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,3,Don't Stop 'Til You Get Enough,Michael Jackson,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,4,Dazed and Confused,Led Zeppelin,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,5,Something in the Way,Nirvana,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,6,You Can't Always Get What You Want,The Rolling Stones,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,7,Just Like a Woman,Bob Dylan,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,8,Fame,David Bowie,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,9,I Would Die 4 U,Prince,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,10,Badlands,Bruce Springsteen,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,11,Mysterious Ways,U2,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,12,Breathe,Pink Floyd,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,13,Substitute,The Who,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,14,Shoot to Thrill,AC/DC,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,15,Ride the Lightning,Metallica,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,16,Nightrain,Guns N' Roses,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,17,Peaceful Easy Feeling,Eagles,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,18,Sara,Fleetwood Mac,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,19,The End,The Doors,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,20,Castles Made of Sand,Jimi Hendrix,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,21,Stir It Up,Bob Marley,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,22,Master Blaster (Jammin'),Stevie Wonder,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,23,Trouble Man,Marvin Gaye,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,24,Spanish Harlem,Aretha Franklin,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,25,Can You Feel the Love Tonight,Elton John,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,26,Burning Love,Elvis Presley,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,27,Hallelujah I Love Her So,Ray Charles,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,28,Nadine,Chuck Berry,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,29,Sloop John B,The Beach Boys,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,30,El Condor Pasa (If I Could),Simon & Garfunkel,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,31,There There,Radiohead,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,32,Whatever,Oasis,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,33,Adventure of a Lifetime,Coldplay,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,34,Soul to Squeeze,Red Hot Chili Peppers,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,35,Wrapped Around Your Finger,The Police,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,36,Who Says You Can't Go Home,Bon Jovi,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,37,Send Her My Love,Journey,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,38,Big Me,Foo Fighters,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,39,Given to Fly,Pearl Jam,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,40,Minority,Green Day,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,41,Bleed It Out,Linkin Park,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,42,Cornerstone,Arctic Monkeys,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,43,Spaceman,The Killers,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,44,The Lovecats,The Cure,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,45,I Feel You,Depeche Mode,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,46,Jesus Christ Pose,Soundgarden,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,47,Ball and Biscuit,The White Stripes,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,48,Girlfriend Is Better,Talking Heads,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,49,Charmless Man,Blur,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,50,Telegraph Road,Dire Straits,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,51,Janie's Got a Gun,Aerosmith,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,52,Orange Crush,R.E.M.,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,53,"Please, Please, Please, Let Me Get What I Want",The Smiths,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,54,Feeling Good,Muse,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,55,When It's Love,Van Halen,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,56,The Waiting,Tom Petty and the Heartbreakers,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,57,Mainstreet,Bob Seger,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,58,Straight to Hell,The Clash,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,59,A Well Respected Man,The Kinks,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,60,Sabbath Bloody Sabbath,Black Sabbath,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,61,Ray of Light,Madonna,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,62,One Moment in Time,Whitney Houston,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,63,GoldenEye,Tina Turner,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,64,Super Trouper,ABBA,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,65,Jive Talkin',Bee Gees,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,66,Money Changes Everything,Cyndi Lauper,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,67,Make You Feel My Love,Adele,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,68,Me & Mr Jones,Amy Winehouse,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,69,Only Sixteen,Sam Cooke,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,70,Pain in My Heart,Otis Redding,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,71,Cuff It,Beyoncé,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,72,S&M,Rihanna,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,73,The Edge of Glory,Lady Gaga,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,74,Part of Me,Katy Perry,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,75,We Are Never Ever Getting Back Together,Taylor Swift,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,76,Shivers,Ed Sheeran,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,77,It Will Rain,Bruno Mars,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,78,In Your Eyes,The Weeknd,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,79,Be the One,Dua Lipa,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,80,Breathe Me,Sia,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,81,Godzilla,Eminem,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,82,Change Clothes,Jay-Z,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,83,Can't Tell Me Nothing,Kanye West,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,84,All the Stars,Kendrick Lamar,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,85,Toosie Slide,Drake,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,86,How Do U Want It,2Pac,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,87,Sky's the Limit,The Notorious B.I.G.,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,88,Gz and Hustlas,Snoop Dogg,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,89,The Watcher,Dr. Dre,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,90,ATLiens,OutKast,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,91,Superwoman,Alicia Keys,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,92,Who Did That to You,John Legend,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,93,How Do You Sleep?,Sam Smith,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,94,The Louvre,Lorde,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,95,Therefore I Am,Billie Eilish,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,96,Enemy,Imagine Dragons,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,97,Maps,Maroon 5,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,98,Wherever I Go,OneRepublic,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,99,Robot Rock,Daft Punk,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 9,Volume,Vol. 9,100,She's Not There,Santana,,https://open.spotify.com/playlist/4t3us7fNp1kx5Pb0fv3EUM
TB 100 Vol. 10,Volume,Vol. 10,1,Fat Bottomed Girls,Queen,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
TB 100 Vol. 10,Volume,Vol. 10,2,Something,The Beatles,,https://open.spotify.com/playlist/40zEYfZxVZUloux6c99rCp
